ensembl_gene_id	external_gene_name	gene_biotype	go_id	name_1006
WBGene00010888	dlc-2	protein_coding	GO:0007017; GO:0030286; GO:0005875	microtubule-based process; dynein complex; microtubule associated complex
WBGene00010889	M18.3	protein_coding	GO:0005737; GO:0006529; GO:0004066	cytoplasm; asparagine biosynthetic process; asparagine synthase (glutamine-hydrolyzing) activity
WBGene00010890	ddb-1	protein_coding	GO:0005634; GO:0005515; GO:0003676	nucleus; protein binding; nucleic acid binding
WBGene00010891	M18.6	protein_coding	GO:0016567; GO:0031464	protein ubiquitination; Cul4A-RING E3 ubiquitin ligase complex
WBGene00010892	dhhc-6	protein_coding	GO:0016409	palmitoyltransferase activity
WBGene00010893	cutl-9	protein_coding		
WBGene00010894		pseudogene		
WBGene00010895	M28.4	protein_coding	GO:0016020	membrane
WBGene00010896	snu-13	protein_coding	GO:0005634; GO:0003723; GO:0022625; GO:0005681; GO:0006397; GO:0008380; GO:0000398; GO:0005730; GO:0032040; GO:0042254; GO:1990904; GO:0071011; GO:0046540; GO:0031428; GO:0030490; GO:0000470	nucleus; RNA binding; cytosolic large ribosomal subunit; spliceosomal complex; mRNA processing; RNA splicing; mRNA splicing, via spliceosome; nucleolus; small-subunit processome; ribosome biogenesis; ribonucleoprotein complex; precatalytic spliceosome; U4/U6 x U5 tri-snRNP complex; box C/D RNP complex; maturation of SSU-rRNA; maturation of LSU-rRNA
WBGene00010897	lact-3	protein_coding		
WBGene00010898	nphp-1	protein_coding	GO:0005515	protein binding
WBGene00010899	M28.8	protein_coding	GO:0016020	membrane
WBGene00010900	M28.9	protein_coding	GO:0016020; GO:0110165	membrane; cellular anatomical entity
WBGene00010901	M28.10	protein_coding		
WBGene00010902	M79.2	protein_coding	GO:0016020; GO:0055120; GO:0016740; GO:0005737; GO:0016746; GO:0008374; GO:0016747	membrane; striated muscle dense body; transferase activity; cytoplasm; acyltransferase activity; O-acyltransferase activity; acyltransferase activity, transferring groups other than amino-acyl groups
WBGene00010904	ugt-62	protein_coding	GO:0008194	UDP-glycosyltransferase activity
WBGene00010905	mrps-34	protein_coding	GO:0003735; GO:0005739	structural constituent of ribosome; mitochondrion
WBGene00010906	M88.3	protein_coding		
WBGene00010907	M88.4	protein_coding		
WBGene00010908	imph-1	protein_coding	GO:0003723; GO:0003676	RNA binding; nucleic acid binding
WBGene00010909	cisd-3.1	protein_coding	GO:0051537; GO:0043231	2 iron, 2 sulfur cluster binding; intracellular membrane-bounded organelle
WBGene00010910	M106.2	protein_coding	GO:0003674; GO:0008150	molecular_function; biological_process
WBGene00010911	M106.3	protein_coding	GO:0005737; GO:0016491; GO:0016628; GO:0006693; GO:0047522; GO:0036132	cytoplasm; oxidoreductase activity; oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor; prostaglandin metabolic process; 15-oxoprostaglandin 13-oxidase activity; 13-prostaglandin reductase activity
WBGene00010912	gmps-1	protein_coding	GO:0005524; GO:0006164; GO:0003922; GO:0006177; GO:0003921	ATP binding; purine nucleotide biosynthetic process; GMP synthase (glutamine-hydrolyzing) activity; GMP biosynthetic process; GMP synthase activity
WBGene00010913	M110.3	protein_coding	GO:0008270	zinc ion binding
WBGene00010915	M110.7	protein_coding	GO:0016020; GO:0016787; GO:0110165; GO:0006629; GO:0016042; GO:0005783; GO:0003674; GO:0008150; GO:0005575; GO:0004622; GO:0046470	membrane; hydrolase activity; cellular anatomical entity; lipid metabolic process; lipid catabolic process; endoplasmic reticulum; molecular_function; biological_process; cellular_component; lysophospholipase activity; phosphatidylcholine metabolic process
WBGene00010916	M110.8	protein_coding	GO:0016020	membrane
WBGene00010917	M110.9	protein_coding		
WBGene00010918	M117.1	protein_coding	GO:0016020; GO:0055085; GO:0022857	membrane; transmembrane transport; transmembrane transporter activity
WBGene00010919	M117.3	protein_coding	GO:0007165; GO:0005737	signal transduction; cytoplasm
WBGene00010920	M117.4	protein_coding		
WBGene00010921		pseudogene		
WBGene00010922	M142.5	protein_coding		
WBGene00010923	rle-1	protein_coding		
WBGene00010924	pycr-1	protein_coding	GO:0004735; GO:0006561	pyrroline-5-carboxylate reductase activity; proline biosynthetic process
WBGene00010925	mfsd-11	protein_coding		
WBGene00010926	M153.3	protein_coding		
WBGene00010927		pseudogene		
WBGene00010928	clec-258	protein_coding		
WBGene00010929	srt-45	protein_coding		
WBGene00010930		pseudogene		
WBGene00010931	M162.5	protein_coding	GO:0016020; GO:0055085; GO:0022857	membrane; transmembrane transport; transmembrane transporter activity
WBGene00010932		pseudogene		
WBGene00010933	M162.7	protein_coding		
WBGene00010934	fbxa-118	protein_coding	GO:0005515	protein binding
WBGene00010935	M163.1	protein_coding		
WBGene00010936	ztf-14	protein_coding	; GO:0005634; GO:0006357; GO:0000977	; nucleus; regulation of transcription by RNA polymerase II; RNA polymerase II transcription regulatory region sequence-specific DNA binding
WBGene00010937	M163.5	protein_coding		
WBGene00010938		pseudogene		
WBGene00010939	M163.7	protein_coding	GO:0016020	membrane
WBGene00010940	M163.8	protein_coding		
WBGene00010941	gss-1	protein_coding	GO:0005524; GO:0016874; GO:0006750; GO:0004363	ATP binding; ligase activity; glutathione biosynthetic process; glutathione synthase activity
WBGene00010942	chch-3	protein_coding		
WBGene00010943	M176.4	protein_coding	GO:0016020; GO:0005783; GO:0016787	membrane; endoplasmic reticulum; hydrolase activity
WBGene00010944	M176.5	protein_coding		
WBGene00010945	chil-13	protein_coding	GO:0005975; GO:0008061	carbohydrate metabolic process; chitin binding
WBGene00010946	M176.10	protein_coding		
WBGene00010947	M176.11	protein_coding	GO:0016020	membrane
WBGene00010948	M195.2	protein_coding		
WBGene00010949		pseudogene		
WBGene00010950	srt-44	protein_coding		
WBGene00010951	M199.2	protein_coding	GO:0005856	cytoskeleton
WBGene00010952		pseudogene		
WBGene00010953	clec-190	protein_coding		
WBGene00010954	clec-189	protein_coding		
WBGene00010955	M199.7	protein_coding		
WBGene00010956	M199.8	protein_coding		
WBGene00010957	nduo-6	protein_coding		
WBGene00010958		protein_coding		
WBGene00010959		protein_coding	GO:0016020	membrane
WBGene00010960	atp-6	protein_coding	GO:0015986; GO:0015078; GO:0045263	proton motive force-driven ATP synthesis; proton transmembrane transporter activity; proton-transporting ATP synthase complex, coupling factor F(o)
WBGene00010961	nduo-2	protein_coding		
WBGene00010962	ctc-3	protein_coding	GO:0016020; GO:0004129; GO:0009055; GO:0022904; GO:0019646	membrane; cytochrome-c oxidase activity; electron transfer activity; respiratory electron transport chain; aerobic electron transport chain
WBGene00010963	nduo-4	protein_coding	GO:0008137; GO:0042773	NADH dehydrogenase (ubiquinone) activity; ATP synthesis coupled electron transport
WBGene00010964	ctc-1	protein_coding	GO:0016020; GO:0004129; GO:0020037; GO:0009060; GO:0045277	membrane; cytochrome-c oxidase activity; heme binding; aerobic respiration; respiratory chain complex IV
WBGene00010965	ctc-2	protein_coding	GO:0016020; GO:0004129; GO:0005507; GO:0022900	membrane; cytochrome-c oxidase activity; copper ion binding; electron transport chain
WBGene00010966	nduo-3	protein_coding	GO:0008137	NADH dehydrogenase (ubiquinone) activity
WBGene00010967	nduo-5	protein_coding	GO:0008137; GO:0042773	NADH dehydrogenase (ubiquinone) activity; ATP synthesis coupled electron transport
WBGene00010968	R01E6.2	protein_coding	GO:0005576	extracellular region
WBGene00010969	R01E6.5	protein_coding		
WBGene00010970	glb-20	protein_coding	GO:0020037; GO:0019825	heme binding; oxygen binding
WBGene00010971	R01E6.7	protein_coding		
WBGene00010972	R01H10.4	protein_coding		
WBGene00010973	rip-1	protein_coding		
WBGene00010974	bbs-5	protein_coding	GO:0034464	BBSome
WBGene00010975	R01H10.7	protein_coding	GO:0005737; GO:0036092; GO:0016316	cytoplasm; phosphatidylinositol-3-phosphate biosynthetic process; phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity
WBGene00010976	R02D5.1	protein_coding	GO:0005515	protein binding
WBGene00010977	R02D5.3	protein_coding	GO:0016020; GO:0005892	membrane; acetylcholine-gated channel complex
WBGene00010978	R02D5.4	protein_coding		
WBGene00010979	R02D5.6	protein_coding	GO:0016020; GO:0004888; GO:0007606	membrane; transmembrane signaling receptor activity; sensory perception of chemical stimulus
WBGene00010980	R02D5.7	protein_coding	GO:0016020	membrane
WBGene00010981	blos-8	protein_coding		
WBGene00010982	flp-32	protein_coding		
WBGene00010983	mocs-1	protein_coding	GO:0003824; GO:0030170; GO:0006777; GO:0030151; GO:0008265	catalytic activity; pyridoxal phosphate binding; Mo-molybdopterin cofactor biosynthetic process; molybdenum ion binding; Mo-molybdopterin cofactor sulfurase activity
WBGene00010984	nkat-3	protein_coding	GO:0003824; GO:0030170; GO:0009058	catalytic activity; pyridoxal phosphate binding; biosynthetic process
WBGene00010985	R03A10.5	protein_coding		
WBGene00010986	sprr-1	protein_coding	GO:0016020; GO:0007186; GO:0004930	membrane; G protein-coupled receptor signaling pathway; G protein-coupled receptor activity
WBGene00010987	R03C1.1	protein_coding		
WBGene00010988	metr-1	protein_coding	GO:0008270; GO:0046872; GO:0042558; GO:0044237; GO:0008705; GO:0009086; GO:0031419	zinc ion binding; metal ion binding; pteridine-containing compound metabolic process; cellular metabolic process; methionine synthase activity; methionine biosynthetic process; cobalamin binding
WBGene00010989	R03D7.2	protein_coding	GO:0004386; GO:0032508; GO:0043139	helicase activity; DNA duplex unwinding; 5'-3' DNA helicase activity
WBGene00010990	tceb-3	protein_coding	GO:0005634; GO:0006368; GO:0070449	nucleus; transcription elongation by RNA polymerase II; elongin complex
WBGene00010991	R03D7.5	protein_coding	GO:0007165; GO:0005634; GO:0005737; GO:0016740; GO:0000166; GO:0005524; GO:0016310; GO:0016301; GO:0004672; GO:0004674; GO:0005829; GO:0106310; GO:0030424; GO:0090090; GO:0006468	signal transduction; nucleus; cytoplasm; transferase activity; nucleotide binding; ATP binding; phosphorylation; kinase activity; protein kinase activity; protein serine/threonine kinase activity; cytosol; protein serine kinase activity; axon; negative regulation of canonical Wnt signaling pathway; protein phosphorylation
WBGene00010992	R03D7.8	protein_coding	GO:0016020; GO:0005634; GO:0005737; GO:0016787; GO:0004722	membrane; nucleus; cytoplasm; hydrolase activity; protein serine/threonine phosphatase activity
WBGene00010993	vha-20	protein_coding	GO:0016020; GO:0038023	membrane; signaling receptor activity
WBGene00010994	lgc-25	protein_coding	GO:0016020; GO:0004888; GO:0005216; GO:0006811; GO:0034220; GO:0005230	membrane; transmembrane signaling receptor activity; monoatomic ion channel activity; monoatomic ion transport; monoatomic ion transmembrane transport; extracellular ligand-gated monoatomic ion channel activity
WBGene00010995	ceh-90	protein_coding	GO:0003677	DNA binding
WBGene00010996	R03G8.1	protein_coding	GO:0016020	membrane
WBGene00010998	R03G8.3	protein_coding	GO:0016020	membrane
WBGene00010999		pseudogene		
WBGene00011000	R03G8.6	protein_coding	GO:0046872; GO:0008270; GO:0016787; GO:0005737; GO:0006508; GO:0008233; GO:0008237; GO:0042277; GO:0004177; GO:0043171; GO:0070006	metal ion binding; zinc ion binding; hydrolase activity; cytoplasm; proteolysis; peptidase activity; metallopeptidase activity; peptide binding; aminopeptidase activity; peptide catabolic process; metalloaminopeptidase activity
WBGene00011001	R04B5.1	protein_coding	GO:0016020	membrane
WBGene00011002	nhr-205	protein_coding	GO:0008270; GO:0006355; GO:0003700; GO:0043565	zinc ion binding; regulation of DNA-templated transcription; DNA-binding transcription factor activity; sequence-specific DNA binding
WBGene00011003	R04B5.5	protein_coding	GO:0046872; GO:0008270; GO:0016491; GO:0016616; GO:0003939; GO:0006062	metal ion binding; zinc ion binding; oxidoreductase activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; L-iditol 2-dehydrogenase activity; sorbitol catabolic process
WBGene00011004	R04B5.6	protein_coding	GO:0046872; GO:0008270; GO:0016491; GO:0016616; GO:0003939; GO:0006062	metal ion binding; zinc ion binding; oxidoreductase activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; L-iditol 2-dehydrogenase activity; sorbitol catabolic process
WBGene00011005	R04B5.7	protein_coding		
WBGene00011006	ugt-47	protein_coding	GO:0008194	UDP-glycosyltransferase activity
WBGene00011007		pseudogene		
WBGene00011008	R04B5.11	protein_coding		
WBGene00011009	cyp-14A4	protein_coding	GO:0004497; GO:0020037; GO:0005506; GO:0016705	monooxygenase activity; heme binding; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
WBGene00011010	R04D3.2	protein_coding		
WBGene00011011	R04D3.3	protein_coding		
WBGene00011012	R04D3.4	protein_coding		
WBGene00011013	srxa-8	protein_coding		
WBGene00011014	hpo-30	protein_coding	GO:0016020	membrane
WBGene00011015	R04F11.2	protein_coding	GO:0016020; GO:0006811; GO:0005739; GO:0005743; GO:0006754; GO:0015986; GO:1902600; GO:0045263; GO:0015078; GO:0000276; GO:0005753	membrane; monoatomic ion transport; mitochondrion; mitochondrial inner membrane; ATP biosynthetic process; proton motive force-driven ATP synthesis; proton transmembrane transport; proton-transporting ATP synthase complex, coupling factor F(o); proton transmembrane transporter activity; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); mitochondrial proton-transporting ATP synthase complex
WBGene00011016	R04F11.3	protein_coding	GO:0005634; GO:0006260; GO:0003887; GO:0043625; GO:0006271; GO:0031981; GO:0006297; GO:1904161	nucleus; DNA replication; DNA-directed DNA polymerase activity; delta DNA polymerase complex; DNA strand elongation involved in DNA replication; nuclear lumen; nucleotide-excision repair, DNA gap filling; DNA synthesis involved in UV-damage excision repair
WBGene00011017	R04F11.5	protein_coding	GO:0005783; GO:0045039; GO:0042721	endoplasmic reticulum; protein insertion into mitochondrial inner membrane; TIM22 mitochondrial import inner membrane insertion complex
WBGene00011018	R05A10.1	protein_coding		
WBGene00011019	R05A10.2	protein_coding		
WBGene00011020	R05A10.3	protein_coding		
WBGene00011021	R05A10.4	protein_coding	GO:0005576	extracellular region
WBGene00011022		pseudogene		
WBGene00011023	R05A10.6	protein_coding	GO:0016020; GO:0005737; GO:0016740; GO:0016757; GO:0070085	membrane; cytoplasm; transferase activity; glycosyltransferase activity; glycosylation
WBGene00011024	R05A10.7	protein_coding	GO:0016020	membrane
WBGene00011025	R05A10.8	protein_coding	GO:0016020; GO:0032259; GO:0008168	membrane; methylation; methyltransferase activity
WBGene00011026	R05D7.1	protein_coding	GO:0016020	membrane
WBGene00011027	R05D7.2	protein_coding		
WBGene00011028	R05D7.3	protein_coding	GO:0016020	membrane
WBGene00011029	abhd-11.2	protein_coding		
WBGene00011030	nsph-1.2	protein_coding		
WBGene00011032	ddx-52	protein_coding	GO:0005524; GO:0003676; GO:0003724; GO:0030490	ATP binding; nucleic acid binding; RNA helicase activity; maturation of SSU-rRNA
WBGene00011033	tmem-208	protein_coding		
WBGene00011034	paxt-1	protein_coding		
WBGene00011035	snrp-27	protein_coding	GO:0008380	RNA splicing
WBGene00011036	edc-3	protein_coding		
WBGene00011037	R05D11.9	protein_coding	GO:0016020; GO:0046513; GO:0006685; GO:0046475; GO:0050290; GO:0005794; GO:0005783; GO:0005802	membrane; ceramide biosynthetic process; sphingomyelin catabolic process; glycerophospholipid catabolic process; sphingomyelin phosphodiesterase D activity; Golgi apparatus; endoplasmic reticulum; trans-Golgi network
WBGene00011038	R05H5.3	protein_coding		
WBGene00011039	R05H5.4	protein_coding	GO:0016740; GO:0000166; GO:0005524; GO:0016310; GO:0016301; GO:0004672; GO:0004713; GO:0004715; GO:0006468	transferase activity; nucleotide binding; ATP binding; phosphorylation; kinase activity; protein kinase activity; protein tyrosine kinase activity; non-membrane spanning protein tyrosine kinase activity; protein phosphorylation
WBGene00011040	arv-1	protein_coding	GO:0032366	intracellular sterol transport
WBGene00011041	R05H5.7	protein_coding		
WBGene00011042	R05H10.1	protein_coding	GO:0008080	N-acetyltransferase activity
WBGene00011043	rbm-28	protein_coding	GO:0003723; GO:0003676	RNA binding; nucleic acid binding
